time;distribution;dataset;seed;#parts;model;lr;num_epoch;hidden_layer_size;batch_size;value function;method;alpha;x;y;remove topic;num_removed_client
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.125;0.6907392144203186;best;1.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.25;0.47594138979911804;best;2.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.375;0.3272968530654907;best;6.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.5;0.22786825895309448;best;5.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.625;0.10684863477945328;best;7.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.75;0.016264911741018295;best;0.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.875;0.005136656574904919;best;4.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.0;1.0;worst;4.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.125;0.999995768070221;worst;0.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.25;0.999995231628418;worst;7.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.375;0.9997618794441223;worst;5.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.5;0.9760571122169495;worst;6.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.625;0.9599378705024719;worst;2.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.75;0.8609343767166138;worst;1.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.875;0.6784614324569702;worst;3.0
2024-03-30 03:02:29;quantity skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.0;1.0;best;1.0
2024-03-30 03:02:29;quantity skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.125;0.9563762545585632;best;7.0
2024-03-30 03:02:29;quantity skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.25;0.870063066482544;best;2.0
2024-03-30 03:02:29;quantity skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.375;0.7439376711845398;best;0.0
2024-03-30 03:02:29;quantity skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.5;0.6055908203125;best;6.0
2024-03-30 03:02:29;quantity skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.625;0.5036019086837769;best;5.0
2024-03-30 03:02:29;quantity skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.75;0.3418833017349243;best;3.0
2024-03-30 03:02:29;quantity skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.875;0.1240650936961174;best;4.0
2024-03-30 03:02:29;quantity skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.0;1.0;worst;4.0
